Transaction_id,Currency,Status,Submit Date,Country
TXN-3F5FD6D4-914,SGD,Pending,2024-06-26,Italy
TXN-E2EDA001-BF9,EUR,Processing,2023-12-27,Singapore
TXN-81640888-88F,CHF,Cancelled,2024-10-09,Japan
TXN-B286C8F1-983,AED,Completed,2023-08-30,UAE
TXN-C6DD1DCE-B9A,EUR,Completed,2023-12-02,United Kingdom
TXN-87900442-602,CNY,Processing,2023-07-23,Norway
TXN-EB76A92C-2D0,EUR,Refunded,2024-04-21,China
TXN-0C8254B1-CF2,AUD,Refunded,2023-09-12,Singapore
TXN-8252E108-CDD,SGD,Pending,2024-03-25,United States
TXN-D5AA0767-479,AUD,Refunded,2024-03-03,Sweden
TXN-BCA19CAB-28A,JPY,Failed,2023-10-30,Spain
TXN-46C345C6-0E7,AUD,Refunded,2023-06-10,Sri Lanka
TXN-C6603843-924,CAD,Refunded,2023-10-21,Sweden
TXN-00133A6B-9C2,LKR,Failed,2023-03-19,Germany
TXN-2AD5C507-A90,LKR,Completed,2024-03-12,Australia
TXN-F291456E-DAC,USD,Completed,2024-10-08,Singapore
TXN-3F75EDEF-5B8,GBP,Cancelled,2024-09-23,Germany
TXN-73224D12-329,CAD,Pending,2024-07-25,Brazil
TXN-FE114E76-CB8,JPY,Pending,2023-07-21,United Kingdom
TXN-444439BA-8E9,USD,Pending,2024-12-21,South Africa
TXN-26E91B5B-93C,GBP,Completed,2024-04-07,India
TXN-5FC999A2-70B,CNY,Cancelled,2024-07-04,China
TXN-0DAD89F8-882,AED,Refunded,2024-01-06,Netherlands
TXN-46709753-A58,EUR,Pending,2023-09-08,South Africa
TXN-569F155C-E33,JPY,Pending,2024-11-20,France
TXN-08E48A37-730,AUD,Failed,2024-09-12,Spain
TXN-9D145920-20D,GBP,Completed,2024-10-01,South Africa
TXN-B302E220-8BC,INR,Pending,2023-10-17,Norway
TXN-053972C9-79D,AED,Completed,2024-05-27,UAE
TXN-E2074BDD-CCA,EUR,Failed,2024-04-26,Germany
TXN-1D1A4317-C8F,CAD,Processing,2024-04-16,India
TXN-2C65464A-A2E,JPY,Completed,2023-12-27,China
TXN-CCB89468-EFE,LKR,Processing,2024-02-13,China
TXN-115E0CD2-504,CNY,Cancelled,2023-01-21,Spain
TXN-316E173A-959,CNY,Failed,2023-05-14,Canada
TXN-9E41D343-E6C,EUR,Failed,2024-01-29,India
TXN-E6F084CC-2B7,SGD,Cancelled,2023-05-04,Italy
TXN-84B14A29-890,INR,Pending,2023-07-26,Sweden
TXN-6D8BB135-DF0,USD,Pending,2023-01-21,United Kingdom
TXN-E6D9519D-0B3,LKR,Failed,2023-01-26,Australia
TXN-10FD5308-567,CHF,Failed,2023-09-22,UAE
TXN-D5F186FC-186,SGD,Processing,2023-07-06,Singapore
TXN-BB59427F-9E4,EUR,Pending,2024-10-14,Japan
TXN-DB80931A-562,CAD,Completed,2023-03-26,Netherlands
TXN-17185E0C-267,SGD,Pending,2024-10-08,Australia
TXN-BF55BCC2-DCA,CNY,Cancelled,2023-11-26,Italy
TXN-59D48749-FD2,CHF,Refunded,2023-01-09,Netherlands
TXN-47906EEC-8F3,AUD,Processing,2023-04-22,Singapore
TXN-D9460C34-0F9,CAD,Pending,2023-07-12,Netherlands
TXN-BF7377CD-9A1,SGD,Completed,2023-09-01,Switzerland
TXN-52C2D4B5-670,AED,Failed,2023-06-06,Canada
TXN-0B89F893-B97,AUD,Failed,2024-03-11,Sri Lanka
TXN-4DD115CB-950,INR,Cancelled,2023-11-23,UAE
TXN-A9193D9E-902,SGD,Processing,2023-01-28,UAE
TXN-117E4D37-221,USD,Refunded,2023-10-21,South Africa
TXN-AF96405F-06A,EUR,Completed,2024-02-07,Australia
TXN-A435AFF6-964,CNY,Refunded,2024-06-24,Sri Lanka
TXN-0615F1FA-731,CNY,Completed,2023-09-07,India
TXN-422C0BA8-488,LKR,Pending,2024-02-08,Japan
TXN-BC89D427-0F1,EUR,Processing,2024-12-19,France
TXN-B5DBC305-754,LKR,Completed,2023-12-14,India
TXN-9FF8444F-F4D,AED,Completed,2023-08-18,Italy
TXN-B0DCBF7A-EC2,AED,Processing,2023-02-09,China
TXN-02A288BB-0AF,INR,Completed,2023-08-02,United States
TXN-FBD2F548-C8E,SGD,Processing,2023-06-29,Netherlands
TXN-B3DEA7EB-B53,CAD,Cancelled,2024-04-03,Japan
TXN-2F0FF602-F15,AED,Refunded,2024-08-12,Canada
TXN-1FFB85FE-033,CHF,Cancelled,2024-06-02,Brazil
TXN-9A68CC69-417,GBP,Refunded,2024-02-08,Brazil
TXN-D0805C4D-4B7,CNY,Pending,2023-04-19,France
TXN-02DD9232-CA6,EUR,Failed,2024-03-27,Australia
TXN-EAFB4B97-952,GBP,Processing,2024-06-22,Australia
TXN-D1EAEE65-F45,EUR,Cancelled,2024-04-02,United Kingdom
TXN-C4A05402-084,LKR,Failed,2023-09-18,Canada
TXN-06FD0002-454,JPY,Failed,2024-09-10,Australia
TXN-88C9659C-606,SGD,Processing,2024-03-07,Norway
TXN-11E6B962-867,EUR,Processing,2023-03-06,Sweden
TXN-6125D5A9-A90,CHF,Completed,2024-02-05,United Kingdom
TXN-1BDC4BBE-001,AUD,Completed,2023-01-08,UAE
TXN-A2F44A09-F58,AUD,Completed,2023-04-13,Norway
TXN-A05768E1-0EC,CNY,Processing,2024-01-06,India
TXN-7CB07EC1-BC7,LKR,Pending,2024-11-04,UAE
TXN-7711091D-73C,CAD,Processing,2023-10-25,Singapore
TXN-9D0B862F-AD2,AED,Completed,2024-11-22,Canada
TXN-764A267E-A10,CAD,Completed,2023-11-25,Italy
TXN-4EED8B79-3B6,CAD,Refunded,2024-04-10,Italy
TXN-2D2AA8F2-E8C,AUD,Failed,2023-12-14,Germany
TXN-CC2F9306-72E,AUD,Pending,2023-10-04,UAE
TXN-C6E13921-249,AED,Cancelled,2023-04-17,South Africa
TXN-6646A625-032,GBP,Completed,2024-07-06,Sweden
TXN-60230C76-808,CAD,Pending,2023-06-18,Norway
TXN-90B52220-FB5,EUR,Completed,2024-06-19,Spain
TXN-29CDAB49-4C6,INR,Cancelled,2023-01-15,Japan
TXN-64B2EDB2-221,SGD,Completed,2024-10-24,Switzerland
TXN-F86EDB6A-A38,CAD,Pending,2023-07-12,Japan
TXN-EBA9643C-D61,LKR,Pending,2024-03-11,Singapore
TXN-377BC979-478,JPY,Refunded,2024-11-02,UAE
TXN-EA260A9F-786,CNY,Pending,2024-11-03,Switzerland
TXN-D87401E8-F0B,AED,Cancelled,2024-02-12,Germany
TXN-A9F896E0-F5B,CAD,Completed,2024-11-24,China
TXN-070E5BE2-1DF,LKR,Failed,2024-01-13,India
TXN-6856BAE4-3DB,CNY,Pending,2024-09-19,United Kingdom
TXN-AEAEC134-AD8,CNY,Processing,2024-05-27,Japan
TXN-32590AA3-B76,JPY,Completed,2024-01-01,Netherlands
TXN-6E88D825-4A4,AUD,Failed,2023-07-31,Sweden
TXN-1B6C7BD7-3D3,EUR,Cancelled,2024-04-13,Netherlands
TXN-0AFFABF3-DD5,AUD,Processing,2023-07-17,India
TXN-A066CDC6-287,CNY,Completed,2024-11-11,Netherlands
TXN-186A9CEE-883,JPY,Failed,2024-01-03,Netherlands
TXN-329C353F-63A,CAD,Failed,2023-04-27,Sweden
TXN-8A86723F-913,CNY,Refunded,2024-03-10,South Africa
TXN-AE6B0A76-FA7,CAD,Completed,2024-07-24,Switzerland
TXN-A77937C6-39B,AUD,Pending,2023-06-11,Brazil
TXN-9589603B-001,JPY,Failed,2023-08-06,Sweden
TXN-BC7D0825-D3F,GBP,Processing,2024-02-26,South Africa
TXN-BB2A8DBE-CB2,LKR,Refunded,2024-12-14,India
TXN-2184ED65-5F6,CHF,Completed,2024-11-05,UAE
TXN-F7C87388-405,USD,Pending,2024-06-19,Spain
TXN-36AEF684-565,USD,Failed,2023-08-05,Japan
TXN-31D517B8-85C,SGD,Failed,2023-12-02,Australia
TXN-F20823B2-6C0,CHF,Completed,2024-02-17,Singapore
TXN-D3FC5158-823,AED,Completed,2023-04-09,UAE
TXN-B2A2DAC8-57B,SGD,Completed,2024-08-17,Brazil
TXN-14465B8B-33F,USD,Pending,2023-03-13,Switzerland
TXN-5FFB35A9-DBF,SGD,Refunded,2023-03-21,Canada
TXN-05415774-C3C,JPY,Cancelled,2023-06-10,Japan
TXN-76783B3D-555,USD,Processing,2023-02-06,Switzerland
TXN-C8B5B3D6-115,CNY,Failed,2023-07-17,UAE
TXN-A807CFBA-452,AUD,Failed,2024-09-29,France
TXN-5AF6F54E-AC4,USD,Failed,2023-01-30,Singapore
TXN-C23BA05F-600,AUD,Refunded,2023-11-24,United States
TXN-65A9C8B4-06D,GBP,Processing,2023-05-01,India
TXN-FC6FE9EC-F51,EUR,Cancelled,2024-05-27,United Kingdom
TXN-ADD71AEF-AA7,GBP,Processing,2024-11-24,Singapore
TXN-97D2F88E-EF6,INR,Pending,2024-12-17,UAE
TXN-ECAB01E7-2EB,CHF,Refunded,2023-09-30,Italy
TXN-1530679C-A36,CHF,Processing,2023-07-23,Sri Lanka
TXN-2B4E7485-194,LKR,Completed,2023-11-12,Netherlands
TXN-DF9E4928-FF4,CNY,Processing,2024-08-08,China
TXN-5589A0A9-9C8,CNY,Processing,2024-02-26,India
TXN-FE925A37-EAB,CAD,Processing,2023-05-05,Italy
TXN-51887FD9-6FC,SGD,Failed,2023-02-27,Spain
TXN-086B1545-B79,CNY,Failed,2023-01-27,Sweden
TXN-2858D6B6-ACC,SGD,Processing,2023-02-24,China
TXN-D550273A-371,USD,Processing,2023-09-21,India
TXN-5001EB31-783,AUD,Pending,2023-09-26,Netherlands
TXN-E141781A-824,EUR,Refunded,2023-01-31,Sweden
TXN-B80B0DA4-07A,CHF,Completed,2023-09-07,Spain
TXN-7A291F75-FD2,INR,Refunded,2023-01-04,Netherlands
TXN-267524BA-6B8,CHF,Failed,2024-03-22,Sweden
TXN-47152401-3CF,CAD,Completed,2024-10-08,Brazil
TXN-D32D51AF-E80,LKR,Cancelled,2023-03-06,Sri Lanka
TXN-EAD4C160-C07,SGD,Cancelled,2023-02-09,Brazil
TXN-F403E779-1E1,AUD,Processing,2024-02-04,Australia
TXN-4A9924F6-289,CHF,Processing,2024-09-14,Japan
TXN-A92AFADE-6A8,SGD,Refunded,2023-09-16,Sweden
TXN-AEF8478A-11C,AUD,Refunded,2024-05-25,South Africa
TXN-4F9529C4-3A2,CNY,Failed,2024-07-21,Sweden
TXN-8F50ABC0-FE0,CHF,Refunded,2023-12-15,Australia
TXN-338D74CA-5EE,CHF,Pending,2024-03-07,UAE
TXN-CDCC894E-C97,CAD,Failed,2023-10-04,United Kingdom
TXN-2EF32295-36F,USD,Cancelled,2024-09-18,Australia
TXN-B4A33199-48A,GBP,Processing,2023-02-28,Australia
TXN-E477965E-CBB,INR,Completed,2023-07-08,Norway
TXN-2501E084-BB0,USD,Cancelled,2023-08-21,Australia
TXN-B07234D9-60D,CAD,Processing,2024-02-21,Canada
TXN-7C5DC330-223,EUR,Completed,2023-11-16,Netherlands
TXN-5D227C3D-2EA,CAD,Refunded,2023-01-14,UAE
TXN-EB5D9AF1-368,CAD,Failed,2024-10-08,United States
TXN-3799585D-3F9,INR,Pending,2024-04-29,Netherlands
TXN-64FAFDA7-EE8,GBP,Cancelled,2024-02-12,United Kingdom
TXN-0F82F1DA-CB7,CNY,Processing,2023-12-10,United States
TXN-F1DFB7F9-2F6,AUD,Refunded,2024-04-06,Australia
TXN-24519B5B-8A2,JPY,Refunded,2024-03-12,UAE
TXN-DF863718-4AF,CHF,Failed,2023-06-28,China
TXN-51F978D8-74C,EUR,Refunded,2024-09-26,Sweden
TXN-DB14C5B3-1D1,CAD,Pending,2023-10-14,South Africa
TXN-E75BF44B-8C7,SGD,Cancelled,2023-07-19,Canada
TXN-0C3948FF-C4E,CAD,Pending,2023-04-07,Brazil
TXN-013C2961-861,LKR,Failed,2023-12-03,Singapore
TXN-1C1F0957-663,JPY,Cancelled,2024-11-10,United Kingdom
TXN-2547D117-107,AUD,Cancelled,2023-05-07,Australia
TXN-A16AE430-486,AED,Completed,2023-02-06,UAE
TXN-00810594-F8C,CNY,Refunded,2023-04-30,South Africa
TXN-CAF4BBC4-6D5,CNY,Pending,2023-06-29,Germany
TXN-FD1BDCB4-6B7,AUD,Refunded,2024-09-04,Singapore
TXN-3953EAA6-26A,LKR,Completed,2024-08-30,Japan
TXN-37B1E012-A7E,USD,Pending,2024-10-06,India
TXN-90BAE4EE-487,INR,Cancelled,2024-09-13,South Africa
TXN-BC1BF1BC-425,GBP,Pending,2023-03-04,Japan
TXN-1BBDCB19-8F2,CHF,Processing,2023-03-14,Norway
TXN-18EF80FF-92F,CNY,Pending,2023-04-28,Sri Lanka
TXN-9E800F19-8F8,CNY,Refunded,2023-11-05,Canada
TXN-6EAF0E9D-0D5,CHF,Processing,2024-08-14,Italy
TXN-FC6ABA4D-2F4,LKR,Completed,2024-03-08,South Africa
TXN-0CD8840F-36D,CNY,Refunded,2023-10-25,Australia
TXN-E22F92FB-A83,JPY,Completed,2024-09-30,United States
TXN-55F167B8-ACC,USD,Processing,2023-04-30,Norway
TXN-04EC2ACC-D9A,USD,Pending,2023-04-05,United Kingdom
TXN-D8542CCC-197,SGD,Pending,2023-05-24,UAE
TXN-1B8B8CD6-75F,LKR,Refunded,2023-01-01,Australia
TXN-45A9DBA0-F32,JPY,Refunded,2023-12-15,China
TXN-E2C3F693-ADE,CHF,Pending,2023-01-22,France
TXN-492C5D7F-99D,CHF,Pending,2024-11-20,Netherlands
TXN-7DF67796-B54,CHF,Pending,2023-12-17,Norway
TXN-F26E89C1-AE4,LKR,Pending,2023-12-01,Sweden
TXN-03C5B123-7C5,INR,Processing,2023-08-04,Switzerland
TXN-F251C47C-E9E,CNY,Refunded,2024-05-11,Italy
TXN-E5944A3D-0FF,AUD,Cancelled,2024-02-16,UAE
TXN-3FC2272D-469,CHF,Cancelled,2024-03-14,South Africa
TXN-331D1190-8A8,CHF,Completed,2024-02-29,Japan
TXN-8E79313B-147,JPY,Completed,2023-05-18,Singapore
TXN-4B98DBDC-BE8,AED,Processing,2024-05-29,India
TXN-AE54F848-574,JPY,Completed,2024-07-22,Singapore
TXN-4E79B795-E67,INR,Cancelled,2024-10-05,Sri Lanka
TXN-C9E21A47-EBF,USD,Completed,2024-06-08,Netherlands
TXN-90E2757B-622,AUD,Refunded,2024-12-28,UAE
TXN-CD00785C-7AA,GBP,Processing,2023-01-12,France
TXN-4E027420-E76,AUD,Pending,2023-09-15,United States
TXN-A3430831-9BA,AED,Processing,2024-12-04,Sri Lanka
TXN-DB8E8AB6-CCF,EUR,Pending,2024-11-30,United States
TXN-1DD6B562-AB6,JPY,Cancelled,2024-05-02,United Kingdom
TXN-B1468EAD-3FB,LKR,Failed,2023-08-17,Singapore
TXN-D0F53D6C-B20,GBP,Processing,2023-12-17,Switzerland
TXN-4ADDF238-BBE,AED,Failed,2023-05-16,UAE
TXN-CA3BC4DA-80F,EUR,Failed,2023-10-07,UAE
TXN-6F1825AC-6B8,LKR,Pending,2023-01-29,Netherlands
TXN-F154BCA4-510,CNY,Processing,2024-03-31,Italy
TXN-04147602-8B9,JPY,Cancelled,2024-06-23,Australia
TXN-7D4BEE0D-6B5,AUD,Refunded,2023-05-26,China
TXN-8326A288-67F,CNY,Pending,2024-08-27,Brazil
TXN-5B93CD80-33A,LKR,Processing,2024-10-25,Sri Lanka
TXN-D7B8C757-966,GBP,Failed,2024-09-16,Netherlands
TXN-7695392D-7BB,CNY,Completed,2023-08-21,Canada
TXN-B7DD8A12-E4F,CHF,Processing,2023-04-02,China
TXN-4F768B1B-F24,INR,Failed,2023-07-25,UAE
TXN-F6988988-431,CNY,Completed,2023-11-05,Spain
TXN-20BE99F1-B41,USD,Failed,2024-03-20,Sweden
TXN-3AF078B5-9DF,AED,Processing,2023-07-30,Australia
TXN-0DE2FEEE-DA4,CAD,Completed,2023-08-29,United Kingdom
TXN-DE825DB9-82A,AUD,Processing,2023-12-14,South Africa
TXN-6F689EA6-14F,GBP,Failed,2023-08-24,Singapore
TXN-41F48E8D-901,AUD,Pending,2023-08-20,France
TXN-0B8109DA-41B,JPY,Refunded,2024-09-18,China
TXN-ECBCE788-7E4,JPY,Completed,2023-11-10,Germany
TXN-1730A024-C20,CNY,Completed,2023-01-25,India
TXN-F64E4E7A-871,LKR,Failed,2024-01-08,Norway
TXN-75E27B9D-261,SGD,Cancelled,2024-09-22,Netherlands
TXN-796092DC-B40,SGD,Pending,2023-04-29,Sweden
TXN-FBB86974-3C3,CAD,Completed,2023-09-27,Germany
TXN-6998C78D-2C8,CHF,Failed,2023-11-03,Italy
TXN-B9B13A29-D68,CNY,Cancelled,2024-09-12,India
TXN-E578D59D-548,AUD,Pending,2024-06-03,Spain
TXN-D5F5DAA9-EF5,CHF,Processing,2023-09-29,Netherlands
TXN-DA6E227D-708,CNY,Failed,2023-01-04,United Kingdom
TXN-4922C6EB-1CA,SGD,Pending,2024-10-12,France
TXN-7F6B25A7-6FA,CAD,Cancelled,2024-07-04,Spain
TXN-84FB9571-54D,CHF,Completed,2023-09-13,United Kingdom
TXN-3B3097E6-057,AED,Processing,2023-03-16,Japan
TXN-9CF1D1E3-A06,USD,Cancelled,2023-11-22,Canada
TXN-3CF09A85-B78,USD,Failed,2023-02-26,Switzerland
TXN-8E1AFFCD-13E,AUD,Refunded,2024-07-31,France
TXN-461F517D-DFB,GBP,Completed,2024-07-27,UAE
TXN-9E7B3CAC-E4B,AED,Refunded,2023-02-22,Italy
TXN-DE58B753-A81,CHF,Cancelled,2024-07-08,Singapore
TXN-BF60DDE2-4BF,INR,Processing,2024-06-29,Singapore
TXN-5AB2774F-6F2,GBP,Pending,2024-09-25,India
TXN-E3223C74-632,CHF,Processing,2023-03-18,India
TXN-F0243969-643,INR,Pending,2024-03-08,Australia
TXN-605E82BD-A15,CHF,Processing,2024-06-02,UAE
TXN-EB62922C-E47,CNY,Processing,2024-01-06,Canada
TXN-9E3DD194-00B,CAD,Completed,2023-11-11,Singapore
TXN-305D881B-EAB,USD,Pending,2023-09-22,Brazil
TXN-223177DE-F3A,AUD,Cancelled,2023-04-29,Germany
TXN-EE636CF8-D20,GBP,Pending,2023-10-19,Spain
TXN-3071E035-FBC,AED,Refunded,2023-11-25,India
TXN-CFD3316B-5DD,LKR,Refunded,2024-02-16,Spain
TXN-19FA5CAA-855,USD,Completed,2024-04-11,Italy
TXN-57A95498-971,LKR,Cancelled,2024-04-17,Germany
TXN-F9F2267B-B28,CHF,Processing,2024-05-28,Australia
TXN-6BDDACE8-DE7,USD,Cancelled,2024-10-23,Sri Lanka
TXN-8B51DA5F-693,SGD,Failed,2023-02-01,UAE
TXN-AA974382-E6A,JPY,Completed,2023-06-08,Singapore
TXN-45597747-4E6,USD,Pending,2024-04-20,India
TXN-BC2762EC-F80,CHF,Processing,2023-03-30,United States
TXN-2AA46C7B-813,JPY,Failed,2024-04-10,United Kingdom
TXN-078E5DF7-30B,LKR,Cancelled,2024-04-14,Australia
TXN-F133D917-BB3,EUR,Failed,2024-11-05,Italy
TXN-F211F061-47D,AUD,Completed,2023-03-14,United Kingdom
TXN-3C0A835A-6C6,SGD,Completed,2024-09-14,India
TXN-E787F45A-4CC,LKR,Failed,2023-03-02,Brazil
TXN-788BC67F-870,USD,Refunded,2023-05-20,France
TXN-1E929000-FC1,LKR,Refunded,2024-12-19,France
TXN-BC7B98E2-EAF,CAD,Cancelled,2023-08-23,UAE
TXN-2454DE55-48A,CAD,Completed,2023-03-19,Germany
TXN-5DC0FD70-4C9,CNY,Pending,2024-01-21,Spain
TXN-35F7ABE7-EEB,AUD,Cancelled,2023-07-01,Netherlands
TXN-C1A69980-C1D,INR,Pending,2023-04-13,Germany
TXN-B33B378E-7DF,CNY,Failed,2023-05-03,Switzerland
TXN-CD05F06A-93E,AUD,Refunded,2023-09-16,Brazil
TXN-9AE66710-163,INR,Completed,2024-05-23,Brazil
TXN-B83354E7-ADC,JPY,Completed,2023-03-15,United States
TXN-B4DC101F-C61,LKR,Refunded,2024-03-23,Sweden
TXN-9441031A-CE0,SGD,Completed,2023-07-23,Japan
TXN-768F65C4-695,SGD,Processing,2023-05-01,India
TXN-65D3585F-053,CNY,Refunded,2024-10-12,Italy
TXN-BCFC931D-B8A,CHF,Completed,2023-11-21,India
TXN-AB807B4E-430,USD,Completed,2024-10-17,Singapore
TXN-9EBB3806-C70,CNY,Processing,2023-10-30,Sweden
TXN-5442C512-7FC,CHF,Pending,2024-03-14,Germany
TXN-EA5B67B1-2F8,AED,Completed,2024-09-24,France
TXN-91FFEE46-F43,GBP,Pending,2024-10-21,Spain
TXN-5141A3F0-F07,EUR,Failed,2024-07-30,Switzerland
TXN-AE7E481E-65E,CHF,Refunded,2024-05-02,India
TXN-CB0A29AD-25F,CNY,Processing,2023-04-11,Japan
TXN-1C39F5C9-2E2,INR,Completed,2024-03-02,Italy
TXN-33E834C5-DC3,CNY,Failed,2024-01-22,Brazil
TXN-56E9F0E5-18C,GBP,Pending,2023-11-27,Australia
TXN-65A11958-852,CNY,Completed,2023-12-11,Australia
TXN-FC486937-D0D,GBP,Refunded,2023-11-23,Brazil
TXN-07421779-016,EUR,Pending,2024-06-06,Switzerland
TXN-39427712-9FA,EUR,Refunded,2023-02-11,United Kingdom
TXN-C9744392-404,USD,Completed,2024-10-15,UAE
TXN-B340F015-DD7,AED,Processing,2023-11-01,Sweden
TXN-6CA7C053-548,AUD,Failed,2023-11-30,Singapore
TXN-55B52472-690,USD,Completed,2024-02-19,Japan
TXN-7EFC249A-098,EUR,Pending,2024-05-14,Italy
TXN-C03A5234-7B2,GBP,Processing,2024-08-28,Australia
TXN-2D1567F4-3AA,SGD,Pending,2023-10-11,Netherlands
TXN-48A1C02C-C2C,INR,Failed,2023-01-20,Germany
TXN-22642C21-413,CHF,Cancelled,2024-01-20,Brazil
TXN-00F0DFD6-122,AED,Completed,2024-10-25,UAE
TXN-AFD776F2-9C0,USD,Refunded,2023-11-05,United Kingdom
TXN-BCE9A15A-10F,CAD,Cancelled,2023-12-05,South Africa
TXN-17E5A380-7EF,CAD,Pending,2024-07-26,Australia
TXN-F07DA0E3-254,JPY,Processing,2024-10-02,China
TXN-7454015F-182,USD,Cancelled,2024-05-05,Netherlands
TXN-B8BB2745-F07,INR,Completed,2024-07-16,Canada
TXN-611D657E-90B,CNY,Refunded,2023-02-02,China
TXN-DF24842E-5AA,SGD,Cancelled,2024-08-12,Singapore
TXN-5996A93C-33E,AUD,Pending,2023-07-21,United States
TXN-1AD6DE8A-7C2,JPY,Pending,2024-04-21,Singapore
TXN-6D15605F-3C4,INR,Refunded,2023-03-12,Brazil
TXN-719F6A53-4D6,GBP,Refunded,2023-07-01,United Kingdom
TXN-EC991159-20F,USD,Failed,2024-04-18,France
TXN-82110475-494,EUR,Completed,2023-04-13,Netherlands
TXN-76067899-B95,AED,Refunded,2024-04-28,Singapore
TXN-A1B66D7C-4D6,CNY,Failed,2024-10-24,Australia
TXN-F386A3EA-E42,USD,Completed,2023-06-04,Brazil
TXN-8F799F52-A88,CNY,Cancelled,2024-10-11,UAE
TXN-6A67B3F2-C50,AED,Processing,2023-10-18,Canada
TXN-BEB4324D-93F,GBP,Pending,2023-06-15,United States
TXN-39BC1893-4FE,LKR,Failed,2024-05-25,Germany
TXN-2D55D41C-6A6,GBP,Failed,2023-04-04,Norway
TXN-DE2F6973-A89,GBP,Failed,2024-07-30,Canada
TXN-88C93191-FF8,AUD,Failed,2024-08-26,Italy
TXN-A469DD06-2BA,CHF,Completed,2023-05-18,United Kingdom
TXN-7E13B616-8E9,GBP,Refunded,2024-06-04,South Africa
TXN-10F35104-D7D,CAD,Processing,2024-04-04,Canada
TXN-0AF213FE-13D,CAD,Failed,2023-03-03,Japan
TXN-BE4BE0F3-3A9,USD,Completed,2023-12-19,Sweden
TXN-BFC36ABA-711,AUD,Completed,2023-10-18,Sri Lanka
TXN-2E10F3EB-70B,INR,Refunded,2023-08-27,Canada
TXN-2BEDED8F-E6C,JPY,Failed,2024-07-06,Singapore
TXN-6267BFF1-8B4,GBP,Failed,2024-06-11,Singapore
TXN-ABC9AB7B-6F2,JPY,Failed,2024-05-10,United States
TXN-B09BBE98-1C4,AED,Processing,2024-07-09,UAE
TXN-C12D2774-C63,JPY,Refunded,2024-11-27,China
TXN-E60E6212-938,CAD,Failed,2023-06-23,United States
TXN-EB731DAB-4D0,GBP,Cancelled,2024-04-14,Italy
TXN-2043B629-F05,CNY,Completed,2023-01-04,United States
TXN-5D9D394C-0FD,JPY,Cancelled,2023-08-04,Singapore
TXN-AD5042E7-7BA,CHF,Pending,2023-11-09,Japan
TXN-924F6CD5-E6A,SGD,Cancelled,2023-11-05,Netherlands
TXN-CD0ADD35-7D8,CAD,Pending,2023-05-31,Spain
TXN-6A5CFE44-845,EUR,Failed,2023-05-18,Spain
TXN-6E237310-EB8,JPY,Processing,2024-01-20,Brazil
TXN-FA16A7A1-6F4,LKR,Pending,2024-06-12,Netherlands
TXN-32FA411E-EF2,INR,Completed,2023-07-13,India
TXN-9457103E-F2C,SGD,Processing,2024-02-18,India
TXN-B073D4C4-E20,JPY,Completed,2024-11-20,Canada
TXN-52DCB152-7E8,JPY,Cancelled,2023-12-01,Spain
TXN-29D3771E-065,AED,Pending,2024-05-22,Australia
TXN-4B2E2874-E82,LKR,Failed,2023-01-25,Sri Lanka
TXN-BBD5FC24-031,JPY,Refunded,2023-04-29,Germany
TXN-03E65EF4-21F,CNY,Processing,2023-11-28,Sri Lanka
TXN-97A09983-279,USD,Processing,2024-09-15,Sri Lanka
TXN-ADB54AF7-BE0,SGD,Refunded,2023-05-01,Singapore
TXN-91057021-96D,CAD,Cancelled,2023-04-19,France
TXN-5A735600-298,CHF,Refunded,2024-02-20,France
TXN-57F74089-E2B,EUR,Completed,2024-06-10,Brazil
TXN-84BEAAFF-67D,CAD,Processing,2023-12-10,Norway
TXN-02CF9728-12F,USD,Completed,2024-01-17,Japan
TXN-01852DE3-15E,AUD,Pending,2024-09-02,Switzerland
TXN-9D628398-BDB,SGD,Cancelled,2023-12-21,Norway
TXN-69593F7D-CFD,AUD,Failed,2024-02-18,Switzerland
TXN-649A5B73-F52,CNY,Cancelled,2023-10-07,Spain
TXN-FA10BAEE-7A3,LKR,Cancelled,2024-12-06,Netherlands
TXN-CBED58AD-DF0,LKR,Refunded,2024-05-05,India
TXN-9D6FDAFC-1A6,JPY,Cancelled,2024-06-12,South Africa
TXN-F6226309-E2C,SGD,Pending,2023-03-01,Japan
TXN-399A1C08-936,GBP,Failed,2024-01-14,Switzerland
TXN-792E8648-0A1,AED,Cancelled,2023-06-14,Sweden
TXN-5FA56798-2E7,CHF,Processing,2023-04-16,Italy
TXN-AD5FAA9C-28E,CNY,Processing,2023-06-04,Norway
TXN-0A512E47-D86,GBP,Completed,2024-02-22,Singapore
TXN-6A53623C-B4A,JPY,Pending,2023-06-05,Sweden
TXN-CAD579E3-D80,LKR,Failed,2023-11-27,Sri Lanka
TXN-B22CD6ED-9AF,SGD,Refunded,2023-05-14,Switzerland
TXN-8B6CC7DA-4A3,EUR,Processing,2023-04-11,UAE
TXN-150CFB4C-193,AED,Refunded,2023-11-07,Switzerland
TXN-A96FAFA1-ECB,AUD,Processing,2023-07-19,Spain
TXN-63BBE292-576,JPY,Cancelled,2024-07-24,India
TXN-378F3E6B-562,AED,Failed,2023-11-13,South Africa
TXN-C660E063-B9D,CNY,Failed,2024-10-14,Canada
TXN-66C983B6-097,CHF,Refunded,2024-09-26,Singapore
TXN-ED78F4EF-77A,USD,Processing,2024-07-08,China
